,Q1,Q3,Q4,message,length,message_2,colour_green,colour_blue
348,Green,61,"9n}_V~Jnx]p8^J2-*W9N}Xf>=;*E8""ghP,n5\1U_W_LEsG<i""HW|=FZvUC7~|V.""o/",1,66,0,1,0
349,Green,67,"&J*;[0crCm(3O\!Sx%f_%Y5^c""8+Kwy7LVFK6~*Z'?XM:9dS""q!_$c'ZY3tCpO3/>q8tyiB",1,71,0,1,0
350,Blue,-10,V7]A.H){E_ *>!%$VoSMse$$r7ezP#YrL:wV37W~n,1,41,0,0,1
351,Green,32,{h#?CanD-s}$$Fj3xNp~De;Zwt;`nWT^WWU.u@vZ*TNs$mRABm0.Qeh,2,55,1,1,0
352,Blue,44,".9,a_#\%jK.>9T8]%VQJ$`#@|5 oI}3<z%2Z!KM3[""<ebq3r`uT'{/yQg($}O0`iE[gePgw_mc:+;^=fkn\",1,83,0,0,1
353,Blue,28,"9 %PABq6;_xs A+FN{ulh];^c;]L[I>..*D30]:3Wx>y-abD($EII=q9~-G#crZp`)T2CsS_&W&AG0>|=Lca,S26i)w",2,91,1,0,1
354,Red,85,6\^dMU*UNDEsz2@|6C2(d([<vvpL{)e,2,31,1,0,0
355,Green,37,"]x06$>bpUc}@Z-1?H;##5Sy=!fn9IxKi/tZGXrgNeA_7bZCs_tffN*GL,{%J}{=.UwBt.@G#",2,72,1,1,0
356,Blue,39,")UJM\:~\HFH:uc{(,HAmB[nhtMr0tD`Uj>.Vp#Ed9HL+K<|9l7bV9lfY,LTDF9 q""1X:G*`:*U-|+Hy7lXEwm|<5r4/m6f""^&1G.D",1,101,0,0,1
357,Blue,10,6bMQ*\esv6ibLsD#Y0rSIgB@v}qpZzU4'UvC_%b*'p/7HWwj$keOqE_NSMs`oTNNOOr'T}dU]diH!#P,2,79,1,0,1
358,Blue,29,"oUsqbRp7\k:qOu*QY>,X}llt3v5iwf^}Ps",1,34,0,0,1
359,Blue,27,"4l+6'>IahHXH.t7Z cr1t-_t|)C8.""mA""Ba<]felTYIt*dP^)Wrs\[Q<e8CydcCKIQ*H:5,}gCx8}*]Lkt~yzjb7).dt3~}~fXELgI)e-Mc!M",2,109,1,0,1
360,Red,89,<SjLu|3N$=B7$6;ZlsXm{T9bu1q6f7,2,30,1,0,0
361,Green,49,%PI+LI:uZEE.Y%LcMLXl)<IZq|Wkz$ZAO:wi30q ;\('r1IKd&z*iYf'JVM@-Prwm@=K>Onch,1,73,0,1,0
362,Green,48,"xMa""mF&.cNP:Xl2Q7tM_)$DU:$5}@$-eDBwapx.TNb>Cnh^k)#%",2,51,1,1,0
363,Red,73,"iKkgmhwXSH6,;$8LRI_fu#""yrKbmoy7R~yE=ZAqH!K Zbu8EcJ)\_L.hpT6e#{a>O4 nV?'zl",1,73,0,0,0
364,Red,73,Wsm*V$5ta,2,9,1,0,0
365,Green,85,"|UR-UQ($wGR.]t2w)U$Na9r""=x90v)]}qIvF""e; ~""rd2hi,D]@s6k{mf8vd+q.CF",1,65,0,1,0
366,Blue,4,"7)R1Dw3_PU6k&{4A!RN;XdLcapI<2K$sCWh$2hIzbS88|&yD&8AfaT7F8t5:a*YT<d^PUB""0}R'W.[YhyDz"").]gnx\uy%",2,94,1,0,1
367,Blue,4,JtAK)W`!&An;@m(CB}Y&/xoyHig``uhH[sB4fZi4v8>N|/ntVR[1'vjvG<$CDdcH+>a:~>7ROg+_PFkqu2.<3>n]uc)b(K4'mtJj tZB|_>g,2,108,1,0,1
368,Blue,29,"-u""A.j<?XRKaFw2=\,g>G:4}$zIxxtx2EBxw'f,UGE[k iZ%2*@<x6n'iVt/0=Ov&Wnhy&g7)=J",2,75,1,0,1
369,Green,51,"#l+dBrV{,_A|5WYHE-v=`6DWc4K$`\%]OF>&TCHr?+5\39ZJ]j4#fFP5iTfW#56\ qK69Tjyr3jx!4z(",1,80,0,1,0
370,Red,90,I,2,1,1,0,0
371,Red,57,tQ0IMn$SI&{rWv=f4@#;yQ0^xqlTDx6^~~?\/i;'@yi,1,43,0,0,0
372,Green,81,"<)@9y03`*+j7;LB:TL5`-BqkH.*?,$e04H}pIm!gjs;LNp~uPz)24f=wx06B;\Tz=,)!l>wY):i",1,75,0,1,0
373,Blue,9,"v=w hW'z5G@""rP?~_zj2tU[%K6f3A_%'S77^+H86IvoVST2>;Q2j8vly9NTsag5!4[xsX]PjE^U>!$MbRobE)",2,85,1,0,1
374,Blue,27,"YOTgp74F|GW<=nf~8""vzWF<PF&Nl-m'o>9f{3A9Z7\",1,42,0,0,1
375,Red,88,`M\MT]OP:OCFXHA3P*IYHNI,2,23,1,0,0
376,Red,97,E=+BhxmG#I-O*A-!>n\]/>[.t!G/!{J@Zh,2,34,1,0,0
377,Green,49,"o1S.L+N4s>\!Q>1,E7}%l4jKDY><""c(M'2l\_1OprW].$krQqOx$0`nScOQ=MU]FU)&",2,67,1,1,0
378,Green,62,=2(9$oUBM;vz_7~]p7UGYX[ep5$n`t<];SP2Mu/z'wP+QVyE.J6O8LDHaOG3@MvyDV;Rr,2,69,1,1,0
379,Red,94,"K?D5|eOludC0-r6@G(!17""@",2,23,1,0,0
380,Blue,76,":#nF?z:*-x_d%fwbTu(hRw>Z/9i+W(5Q`.NmgD""D\<+,LzF5_Nrc,OXnvW5Wpts",1,63,0,0,1
381,Green,77,"E@@n$UNukYpM4fH>,lGBU'_B=;O_t,8<GQig@.J?",2,40,1,1,0
382,Red,95,oj&Y#h>'Y`T&J-T83cQr>4<_!k.v_$JI,2,32,1,0,0
383,Red,95,l1/rq&-o~0s=L,2,13,1,0,0
384,Blue,9,"x=SV~/.3o""<gCz(rx-9\b~U&\/t'HOT;:(v2534%6P4~=F2BhK!nk9~KgT?5r}T5*a1vJcqQW9WIuZ",2,78,1,0,1
385,Red,-33,sdKdO{)y6!8F(CH?g:5pQ_f|LC6)#jD_Hg0?uVTl16|jp4L1)n'M8(~|Tn pV6|L`e.Kb=,1,70,0,0,0
386,Red,73,_@8D$%CH1eKS/bKDf1R))X<hC5hBYFBJ?hQq|n,2,38,1,0,0
387,Green,47,LH=\uJs8nPjIW{54MyBGZA.LIzf*P`xs*;s y/g.0_MDU,2,45,1,1,0
388,Green,24,"6/yQ!lFCJM""d6i51U`OIC%F('LW-)GbD%IPeb.DI5QS:E0qjW:Df/i",2,54,1,1,0
389,Green,40,"d(Xq}]wmz-TB[?D*=UohZ""J~/p+Zl5A`+59}4EM(bSWP|~HAh]r|%DgErqw-(ToMw2W9Ov""]${1xhg",1,78,0,1,0
390,Green,69,"2en.{JrXP!@)bp)%(F,ix""xT?nB/X{n?0&dgo^=[),4TY>~>P}<3T%q'e2&55^QOHs4y)a#odt",1,74,0,1,0
391,Blue,15,"Cs7.Or^\]V(d5:)Su00}E@UJ!XVj3a~9xr*'sJ$T^=qCRJ9JkN""V[AU\U]r{.]ah1r&#g/EiRS/wetIHMttlX.B,D|",2,90,1,0,1
392,Green,48,"UUS%)R-(!,0J<RC@T0s]* 6&h39\uawO-5~Z 9Ci\l3J1J|cZ5zE8b9fQl:ZTS0",1,63,0,1,0
393,Blue,31,"J[2(D2lp`CY)~Q&aUUq4:R{H""BlE3r\e_4YA""10!5V'9-2Ryta@qY )SqHs!E uos1SZA*[|&0",2,74,1,0,1
394,Blue,1,"))GBE+xE=YK4\wVY.RR3jf'EC*m0zJ^2WdQhf<w|fU+7,Z((RU7N=j|tP0W8);?Fsxmaoh`^eX>s.0oj+yt(Q&&",2,87,1,0,1
395,Blue,59,"e h?T>m""8o_0Fe)LgOOZwtMR$w*N_/ovBGat9s!llt8SjCp;9Lz;(0f~~t5#f|~A0N\{vOuu|,39[#7?I@@WOJr&*Z}*6#[I[Z",1,98,0,0,1
396,Red,110,S+-$f_z7vaY,2,11,1,0,0
397,Red,51,"ED-I2g#',I2WQ&5Wyqb=o11J/HzS/3o^ms?bvH/",1,39,0,0,0
398,Green,20,"F]>Od3W8B<MZFx1-Um_x.&CZ#R`Br9?La'EeM)@,UEON/ -.qyz}|!1-7",2,57,1,1,0
399,Red,117,E,2,1,1,0,0
400,Red,76,lX`O2uw-vND{nnR0Jqy7'(\Jb*bn@0<zZ#a-L|I'[xp?(&R7|gyyrrFaR)zOp;miT&P{<Bx!UsP^a,1,77,0,0,0
401,Blue,23,"c&2G%k15^R(jJ43@l\F}[WaW*ZYq72U!B{$\VHGm7wDTy9c3fYy!iJ^""ueL^""=:+$Z>b{(*!qc>_IcG_NBl.",1,84,0,0,1
402,Green,37," ^<k$[g-C:pHte}.t(A|#PF4ZBKsy%f[O;L\1MdKaaj#IWZ%/D1!kYbFGPe, _B@^g`Ax;.#t}P-DwK",2,79,1,1,0
403,Red,112,*Fma=Q1K|ghU4!7p9[,2,18,1,0,0
404,Blue,69,$ucH6OFFbu=%Lgwc&rk>-|*]e}(%j 8&*`\v]QLm&Nit~\I>0}<bz#j5}hiY$,1,61,0,0,1
405,Blue,35,"Ny+l=ATf)[rjX^o?`(%w#""@3..YYimA2{yjJsxK uR8,} |?D<!Z9:""2Uq>1~w3y-O]o]*nEOeyfG/SWYt|",2,83,1,0,1
406,Blue,4,"$$LXvh&z[ViMnlh=mOC#q]wY=Pt/s#[qO""8WZ7~Xxt&`tGiY$:ETTjT{k;`eNH3gcu=#X2*4QX!uk5[ESkDzv)&7WZPjyJu?t",2,97,1,0,1
407,Green,22,"1v#zV6,H)^2M3KR?N~k[#Pj,<)7(tC|CJ=,:",2,36,1,1,0
408,Blue,16,"=8-;}%""p@O+1C%;:J+Jnn*^DtR&EO33+UaI+bPaD6goly#n'Mq=y6;Y}:0_f.2wRWF%jWjAV(Grs7KUflUXJbGA6wPXvziH{+?2Zx('-p",2,105,1,0,1
409,Blue,58,"""S7*7SHni5Tw8X'8UfkBl$,hF?x%]I0!9I+5E*'^}05;URy#_ci$&1FGu6c"" 9@J#%Q8s+u6Tk_|WN5M]O:v 6tXXsXGvi6X3V",1,98,0,0,1
410,Red,65,"`yt}d'!*@U|*s'_[d9{fk#2/|0kdfedn+6%""`CC&W""8HB:Fr-=w:b[6Nn?fEi'Zf*m",1,66,0,0,0
411,Blue,14,"ihe=D$$Vr[%*lC[,U_aeE,@sCF""2""x Fi?7[8Z0nC5z4U:0)?.)6 Aep65pvFDZ(!&X mUk""9pp(V1''8:*OB0'W7ZB-}z^R8..o5yZ]",2,104,1,0,1
412,Red,34,"1:wW:mlQwi1c{UXYDbgC2wYNn1cR| %|%'ic(_) 2M""wkEmf-Lpf3V""YqZ \GT1~-",1,65,0,0,0
413,Blue,22,"e_sq2CG}AOl#E3]-r1@ifv9!'DEnGvz,*t=nm.;ppR&4:b""Fi[!&nQ5Ia:F.G_S900V.\6toSbrTK6F=`Tw-",2,84,1,0,1
414,Red,77,",",2,1,1,0,0
415,Red,32,"NJ\jh9AlX7Z~!nR3MdCu>M/ZbLdSb`Tbod0j]3J@""Ou[oo`|NhA|mhHWj$-m/?7Tr%{D;nM$[aUSM",1,77,0,0,0
416,Red,43,")liYNX^JJWvh""i0,:PNl`2s` UY8|_a}d*PPzH353B"" ^ltVf1nZYoaOV91J7<O",1,63,0,0,0
417,Blue,6,"uVS!(C$S2BARUfb]^""n=V\MLuJst#oRq,C5Su@IT'pZD:<$E4bI=$^@o*Ab*gz]?''tl_ID'MjdJi@adSE5A6FJx*B]rhti.=",2,97,1,0,1
418,Green,40,Q7*TkZ[@=;O7gU4FYbO!0Q(n:3k>kE;9d_o<}~SQ8ZYbv4hVf,2,49,1,1,0
419,Blue,6,"!Z-3p5!_xy6wa>d!d?gq8H'""3\$s0dghq""T\ g[cU&Uus$PwO@*^$'l.*|D""WP0{:v+Du99^cx_;|Gn/S4J1+'RsaXJ%3r 4gbV,!x.@U$DsC",2,109,1,0,1
420,Green,53,Y]Pwd%%nWRL*\^duC5)v{{rx.hs@yf`kl1INRbZe@n2q15BH5,2,49,1,1,0
421,Green,61,"F!{`_<96q2K9uq-48:i4r.V,j,w<%P# af""~:?Kc >/FWIixU(Kb)6d-(T\&I{3'b<(JaRM@QdWhb;6s?q?""u",1,85,0,1,0
422,Blue,52,"'67#Aj92'.?xk3fWA0ys <JWLV!vTHczL`O<w/H2&Bp""Y2r+oC)qbE,u15[DH>IA8y'f<w",1,70,0,0,1
423,Blue,29,"?`2;FW@u=ZhRCFF@E9tKkUm0.3,%f/b#\Ils x/}\kZ*bmYP\E<tMC_oMLRQqD#N `xY%K8Q)b;b,=",1,78,0,0,1
424,Red,28,"b0F;Xmzs{svyf"";7?m?7ziaenvBJ[&ezt~2d)D4!HG b4#^""]1,b#r,1}ZL1#Ibw~ww{Mi!O*ru z.e2^j?!",1,84,0,0,0
425,Red,36,iRn@$3Dl<e~=u/C+F% {t*Sp:lT|PT23OO2uk><nedi<Bu[&'x|(%cINCr+;6T>Rg+^}3OUR,1,72,0,0,0
426,Red,69,"2KC@)9L*<@xzREVUYB$57(B+K|h'9""K]T@(6XC|ogM<i,( eCexE$2$Q*=oZ09pq",1,64,0,0,0
427,Blue,21,"0ZL_(""A#; qiHK%=)NXE9.QhA$m+)W`d(7~!=lNL~!""_wzJi}\K\VLfNFH9AlC;D3jfS^kG6BBE",1,75,0,0,1
428,Blue,9,/~[94Leo~S+5x7BQARVG=-4_sJMz3_x&P\d0uc}ed(/6:Rpx4V4_f{_fD.od/@TW+u-tp3INn^Xn{Da&^03?,2,84,1,0,1
429,Green,50,"aF&M&<j+fEmk>PU4FiWr""zWStM-T=v d: wmY",2,37,1,1,0
430,Green,75," =DzJH$p|WwEC <)#""2dPyZ<A'`Xrn""$`CU!A v~u^yi>\ KzV1cUb[0' PH74]]&u",1,66,0,1,0
431,Red,85,k<50i%J^Bw/xn-;eq,2,17,1,0,0
432,Green,55,"C|mmbGHl{FZy/x&y r%?wPTURyDk/O""}KC4/$Lf_2.zV 5bJrY}nM[1};qf{F{#=",1,64,0,1,0
433,Green,49,"Bm]!1}MJfCeSTE.WF`@bMdAp9N;_K8uDDmA`Vu)X6<EVnZ$t<0nYY,;G/~mOz=|*=Q=&4|",1,70,0,1,0
434,Red,86,sk%AvWIZ2.Z!b&A,2,15,1,0,0
435,Red,83,KMftQC{:Dpj j.reBKR|v(x5/.|\PzU,2,31,1,0,0
436,Green,41,=mU0k(7 }mm|AMr5nJ{wv|X:G[k~-&~Dp\uQ=XpG,2,40,1,1,0
437,Green,36,g;FAu[}Z!:4f^FH=L+lg*];_a|t;6~=EKf#CaC,2,38,1,1,0
438,Red,66,",sXat#ZV#CAYLTvu,wB<<![9`6E:|$H] L2)[3+OAkd'q*IS:}NUf,0ypV,",1,59,0,0,0
439,Green,24,|2EgS6aO+uC^05^W8aN/gO'@|e:&+wil1,2,33,1,1,0
440,Green,39,=^-Va|yc1WOF2,2,13,1,1,0
441,Red,77,4*v/n)BL]4`!B6K ZGyB_-t#S}@DJk1'Y^N6S10Fc|_pjH`q5',2,50,1,0,0
442,Green,21,"@^4Fe<3O9$^sRja7VCc{IEm%3$iSDG,E1T]XTuJ!e*6WxFi50^z>orh^kWO\y",1,61,0,1,0
443,Green,31,_:-\|zc7:{^>-xl+=j*l;%~~4EE&72VflU:,2,35,1,1,0
444,Green,60,"_e2=*Mmy""P+UfY!""gdqib\IA",2,24,1,1,0
445,Green,47,"B)og} ""qp;<4~rEaCy>Rd-mpC3{-m+wnHVMyq>T3tjbB8G`Yq&,En|d-98?154CQ",2,64,1,1,0
446,Green,61,"#2%5C}Q~,ss@a*HE}F>a7*K*u\+qp-l4lePt3V(`~DRxU8DGdsJ4?b:lEV=zQ2HFxzt^kolJ*",1,73,0,1,0
447,Green,53,"){_+&X:2zca&x~$Q#c8~.,e{i4}EMFnw9YK7CL8c)bwY@aRh""D=`yg%`gD2}f$f>nc",2,66,1,1,0
448,Red,77,"0*[Q860z~kwA 2U0Z/%7808/""2:QxZh0P1.Fju`xh*i{H7;MLXS<ru U^F;mS""3;6,PMm0kMC:Y9gxZtf,0@Rd8lK^:Qem",1,94,0,0,0
449,Blue,19,"N[TOqPiHoq+wAP(s*pu&Mwh:XR\h\$TE^.R`^O68b2=QEW7<ISd~=FM&'NIOzr1,e,wS+1I@a!O$<3jKg;MjAW,\slx?x-%Q2S0",2,99,1,0,1
450,Green,43,"^m@5a}SDc<4;1Ex$fhS#[6g0^RIcC q/c*+>1)__>6uv?{t_Y8L""EKF*,@NTch^%",2,64,1,1,0
451,Red,70,"{[4}n""pDWVB[c5`,&ZVV(bYB4VnjX'T+k[8pirGjmZE34MkM:Lz}^ROj{l""qViV~/Yf\L.\5HK*(OGP)rEtS",1,84,0,0,0
452,Red,25,"B~};4MhT""qe1-Z8jm(@!;CyjiSUx]%M!cZkhMf$'T\+wZ(40d[ZFOPau&(nVk ]^""sQ&,@GQ:",1,73,0,0,0
453,Red,86,"b""j;==6*d&'MwuwS&dhc/0>eC[P9{bT",2,31,1,0,0
454,Green,38,A1ye-+e+fR`pa1=]-QIRk;qbY+-} [W,2,31,1,1,0
455,Green,62,"Y*p'cd@KYxunmsn)^^Ad(/-_/k;EVQO@v:E2V^B6gOFp`0?H_c""Al^Qw-*0m~;thx~f!K[]Q'Hl;- E><nN",1,83,0,1,0
456,Red,18,"qi|uqJ.?7x^Iv+;ta5p0::{R""ILOk2+l!\v&`W>|i",1,41,0,0,0
457,Red,38,np&6Qi|0n4a#8]9TZ\mrgUmVErk#gEk3=aI\Hc0da[j3g~MdH+U)UH@MVQ&V;v=d\e$OE|v%,1,72,0,0,0
458,Blue,18,`qXgtX+R*jXGlcUXxu/3qH!VGFDW)I[78LNeI zd`8#5~%[GaWXKC-)%Fv3UI$w=}>]VaPS}3_s_Yl?~ahRTQ-R6l|O /M5lYOm}Z,2,101,1,0,1
459,Green,42,"1y}--K""<7Sce/vioLf]bJ<@tM&)d=vL",2,31,1,1,0
460,Red,60,"9\!""5D?$){Lo?5C1X9>MsoxoioW9E_Pc`2C*N~yR",1,40,0,0,0
461,Red,93,X,2,1,1,0,0
462,Green,47,"`%XXl}klp/K<xp8s2.d%%e8:`"">ypV99Nx@rCr@sM,Rb#L""-|IlMW",1,53,0,1,0
463,Red,90,"""KO:7[gAo9^5kw/1rc#d?hk3g?yQq+Fz\Wq~+bOB^b@@xsT:t:Kj 8""%~<32->&]|;AB8f7::2iuPqQ[#kNL4SK#",1,88,0,0,0
464,Green,41,"){Qqf&Ucj]>*0MAMWi O&v?3bOOoCstcv`v]Q\,^9\('Z|,/?gw1Odm<~TYpMEcYrUj#mVjO",1,72,0,1,0
465,Green,47,"y?7yd,]GEgLf\wU#\+|4pgv$K<^7>d$q=Jqv$uIo.[ogTNY%*1/<_.N11m|X9T,,zziG",1,68,0,1,0
466,Green,50,"'P1}:^ T""jR]HYFFiLV*f1q8.+$y}],iaYgNZigp}!DMNp*",2,47,1,1,0
467,Green,77,"PMVS)UJ`MZVnQeuK8:V?Vo6""/|rc3*;ZT#D!/xoY[VMou\D`(L`]Q]ZW:JqG4{.&B",1,65,0,1,0
468,Blue,15,"8caEzBg],=.i}!>Tfz>gT6.c~v8C?5da6lMs4NTv1ACBQqtgMimY|5s@&g(_>G,G&Sa_Ba#(;Y<LbKlbQ7F?a",2,85,1,0,1
469,Red,69,"<IPr$J}n3h""_<K:aW(\%{a1J}bG0.\RYvEwS~z\/b7SIJ0^KTT.Z?a= WoqO*TFUL~aY7=;Xy7b ",1,76,0,0,0
470,Green,26,"<@]x|yj7LBZ~fg-|t K-b{\N~BM,CwS)&~%$EuA-&@IC&ajo<AS85.(@R,iFZ",2,61,1,1,0
471,Blue,63,"Sp,3gs+88>Wc',wsI@;$F>K# Ro/Siwef-)+@tbiiT)Hi.mmCY",1,50,0,0,1
472,Blue,35,"2_1pt,%2'7D\m`a71:L%EHaCBm4I;;srQ!p^I'|XERdgPV;puyOTb=/Xm*7#(`swxJ0`Rjk]^l[e*8Br\""",2,82,1,0,1
473,Red,40,"QW{byS]2>'Op'$qvi0)6`?1cY?J}n%z2+Sq<_|-\SjQ&*Ik'65U7<cH""7",1,57,0,0,0
474,Green,70,"}.$6370t|_1DgA#~<~J0B""i_52mW+'!YyO%gY\6iZd?G:",2,45,1,1,0
475,Red,102,!,2,1,1,0,0
476,Blue,20,"+g/T/h*[tg`lb%)^*4%]pdvNbxt\mQrI,=*J6F)+wgVAl=9/Bu[v?!.=>Xlj)+oMS0DT(A9e8oh_e{lwAnoS3;HxL05Ys8Z",2,95,1,0,1
477,Red,90,Rf}tzv=2=\xDI # I45b=,2,21,1,0,0
478,Green,75,"[elrnkp%z@-l3\ys[VKne-dTGeYM?""U""|Rz&C~]y3yuc~FpnC{s7#eG=79~h""qG!:7QAI[2z31~lzr",1,78,0,1,0
479,Red,56,"g=TY^dS<4(zn'_ s%GUMx0|xiZ:c[zj\#V)J?5S""bIv'<"";/J/lu#ia9;:}db!_^w(^",1,67,0,0,0
480,Blue,30,"<1EZ_s#4mR=afY~2Qa[bF{}IT-}a#{UfW)K#:[;&Fdkymq\w+d|I"":!bX<3uCB.6Ls*-AJ.~%.*Oq4Go|JKzQqT&h[y-0t.6kid4=!8C:9%T}Oq%(",2,113,1,0,1
481,Blue,83,"QxA|""!=Z""1!Hmy:,!H]-shd}t@'HMpxL-ku/Xm/C@Q}{\_e]s#[45f2BW\GI<^V$`PS(T]%U}Z#[Qi$xGA1:x8kIRki*p*l",1,95,0,0,1
482,Green,54,yymWN<'L@WQ8A7vX,2,16,1,1,0
483,Green,69,"3zveM?cq{/0X""s*p]'C29'nIME 8N 0Nn@HW<Vs)@C#pls^iz2?eP|ZB_hpiXxyy*[:{#0C",1,71,0,1,0
484,Green,65,"1(yc`8z#,haxc!5b9A_v'FgOp].EG3CF",2,32,1,1,0
485,Blue,44,i e\&1#.j2!;pP~4\o1Z|ygP(:4ZZ/]r/LV4v+`.$6^nH|4[[<XIcz;Zf,1,57,0,0,1
486,Blue,8,"zg$eQ-V+lhZ:i_\""JPnhNY;Bb'dA:)mi7|lW@'<0#'}ITvuqiz?.G.1.*nl%'34V=8*G1$>ZzHkC%Z\",2,79,1,0,1
487,Green,78,"`EbF@wX|'6F""~u{' E<RtzFecxL]r9{ndM_eT4;|AHcp;}Y_TJ&[X3_Zf3Gf]OK/jlIa$a+Aad""Rjs=U",1,80,0,1,0
488,Red,83,"!c.""knytZXnam]xE`gpi>t|P`+$V$+`rq be+u%1Q]M[@*qTWm/",2,51,1,0,0
489,Blue,11,"jyTXui_2@=AD|~V-S@v*2((Ri2>;s(5w[(KI -t9}XE |ec1""{5+N>2}E!Y$~G<S[:YGY|\}%w=Vw?X}SPoh/63-3ej.:=iu",2,96,1,0,1
490,Green,77,"k&""$<O",2,6,1,1,0
491,Green,21,`d[WIJyo<+\eu4FU# %!BBDcx1&8)-!{^[qYYR>h1o,2,42,1,1,0
492,Blue,6,"IlR;,3z.g3#t=s6_&7J1z,+{#[jgO=H T%J.sN.^+g<S""&o!8^M;CT8lsQSVVGK7w<VSpF'`l=';""r-weT4h9M{((d*~_lczRD9",2,99,1,0,1
493,Blue,50,"@L2}An#1`b3B]""_e9h{SL[;{MK< #}.i9C.~RQ>;MZVA%ytO^c^?z?xr$uPjTGv3'E&p9&k! +[] ",1,77,0,0,1
494,Green,43,"NXb8fpn,usJuUdo_Hi3e2""ZQG*4,5lBhwEB|~q.H-w?gWn18I;A<",2,52,1,1,0
495,Red,36,",RaYliq)IZVMlA[.;RCtKZ5}!b)52powI:BKWCQ_> X;W}""M,qOR/ /|HZRSLlGejqwoD_9x))Cs,n",1,78,0,0,0
496,Blue,46,"9G`zuk\hxQc}+D&q^qFw$:\4/(2yJSi{i.E}f:9jB&3K~d8RYHIjJeJdqG%&`sM*_QjIL,cUP11u=fmFxoa4Io",2,86,1,0,1
497,Blue,36,"#),5K>C2xe}Gbxx32ZS b,NW Ej|q(6{Z\X3v_vc-&)\T_mP J{{p;\9~!Ht/R`4~rjTe0",1,70,0,0,1
498,Blue,46,"{n|}/#Fi~A~QV-)x|>aa#hCiJI_}+r>Py>GR=U\Y?Iq+w/,P;fLe)<G]wd+awB9f[L",1,66,0,0,1
499,Green,41,"`=-\$xk9S^:<t4WxL2AK3~@,F7-z6X;Mdyw?h/*=lP`",2,43,1,1,0
500,Blue,29,~Ga72tN{&UkEbtCv<Zkb^Vf+>9qn>YVS)S(]I$Npa5Fa5'B+|tpo]<&6w+39]&}@QtwjnkBlS/aO&.oI6z,1,82,0,0,1
501,Red,64,"6*zc9|""D""f~cjC3{4t4G+j >hhwOt"")2AZ&;'?+Bfl[8J[?_1,;",1,51,0,0,0
502,Blue,22,"boug(H`^S`yzK<acoZg2D4oh;n;p-7p`Qhna3z,sZ(Q~d7gEiQ1z:*#~$J(tO{%8Wt<5#)4{NtkTpsD_n:og""4#:5Qu=8",2,93,1,0,1
503,Green,52,"F1EIgA6)f Lsl:EqBv(bjq0& {/b""""cfbU(UWPrvn_X5Fjk7E6gD+J._PAE.<-3Izi!Z",1,68,0,1,0
504,Green,81,"k6zZ,SO#;7XB|$ G6}+wN\F'a}(w{SsJt[|)!UO#$|}(C^*6@n4,@B_%i>)/<SZ0qq}K|X>D+*oo""[h",1,79,0,1,0
505,Green,40,|zP2{vcA9OOr<eM/N!1Y4@A)O8glIi'=3#5w2@Y&NYp {%ju/vlL6dL88Rj?Cv,2,62,1,1,0
506,Green,48,dlU|BW^T*mRDBx#&HWJHy]eAE&wV2I*4FU)2Hj][^jgfK0%hT)e.fCEG7Tg=Jb$aH7A@'7KSc^IPU,1,77,0,1,0
507,Blue,-6,"2L<8d&BYV}{>37Q$%^QIB1ZIl""vh(qZ*FbhO+5haWRH. dMZZF!<r}}F<3RYutQ^9ub#[mnH'lJ,!w",2,78,1,0,1
508,Blue,32,"APgC~n$y10URr>#VDl:C>`N|Lf+f?+~q\-pr[WaAqhZd{2tC_kl=FaRqNNeHh<f"")V{QT=Z2",1,72,0,0,1
509,Red,47,'GyLYdtH)34~xgYC%&~!{O~?T?MX'g rV_f*&{4$EZM&^AM9L5h3Hq#=tx%(YAN{*B(,1,67,0,0,0
510,Blue,6,"`MP#/@wM"" ""G947ukJBD{5;};Et\Gm*|Y[sU}o}\fbu\|,W;ho6Q*;*JZ^j~<K9Nb=*K!r&+5Jfm:VJWlW6B;.S{q8c",2,91,1,0,1
511,Red,95,"eZG729.d0MmKe#,&dRPf`w*\!ykfQ+#rxOrS]/(:kiK",2,43,1,0,0
512,Blue,21,"![LxnQT_)Fka9t.)kP;m(pqDYU.ya=S""nDO1K""V25_hA?)Xgb7R`H.L59sV?|8O'cm5C>997P'Y/ck)h.-].WBG[bg_z",1,92,0,0,1
513,Blue,60,"6=4:a8zrOZx#l\-mEA&'G!]77Y/96Pli(7q+?KW2_UHZ,^?bQni<;V7;",1,56,0,0,1
514,Red,56,.Wl>Pu/&BtR`.O>oSUZ1>N?Ha~a}s!Zm7xW{fAB:>,1,41,0,0,0
515,Blue,47,"^(z,9Ku&T:n:4qeT,(&uxGb=%m0lErM8M_Do_Jetf]Vrud/W0H!7 yQ",1,55,0,0,1
516,Green,24,"825I?}J>zY:K\T.qOX>pR< 8JWvrp$h@&(l*""+_fC-(k""",2,45,1,1,0
517,Green,47,"/79v+v""YHN?c~hGf5c:>QuUO>)OsQ(T+F6(b0/ZGK.pVBLfc8S8GixVE|Q`gudQ=O*b&;H\tcq~d [eT~",1,81,0,1,0
518,Blue,53,"ArT2u=k[/>$bb2Gbq8v_KLT}wF @F.oT0ShGE=yZVEaY&v,[qM""T/vvWfi_Z*Ih^n:C}ot*/'jM~u;-FZqb>",1,84,0,0,1
519,Red,56,"a`I1%(it8tlq~;s8Bqev8L2\:Xrs\E.t>;O""gvj41/",1,42,0,0,0
520,Green,60,5;_c*JgFA=zVtit3^&{|@kykWXMB^jH,2,31,1,1,0
